DRXFDCD,DRXFCLD,parent_foodcode,parent_desc,Similarity,
58106910,"Pizza with seafood, thin crust",58106770,"Pizza with seafood, thin crust",0.759,"added code 58106770 for Pizza with seafood, thin crust"
24127112,"Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made with butter",24127500,"Chicken breast, baked, coated, skin / coating eaten",0.759,
42109105,"Macadamia nuts, roasted, without salt",42109100,Macadamia nuts,0.759,
75649030,"VEGETABLE SOUP, CANNED, LOW SODIUM",75649040,"Vegetable soup, reduced sodium, canned, ready to serve",0.759,
58106500,"Pizza with meat, prepared from frozen, thin crust",58106512,"Pizza with pepperoni, from frozen, thin crust",0.759,
74402310,"GREEN TOMATO-CHILE SAUCE, RAW",74102000,"Tomatoes, green, raw",0.758,
24132200,"CHICKEN, LEG, BROILED OR ROASTED, NS AS TO SKIN",24102000,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",0.758,
24132220,"CHICKEN, LEG, BROILED OR ROASTED, W/O SKIN",24102020,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",0.758,
24132210,"CHICKEN, LEG, BROILED OR ROASTED, W/ SKIN",24102010,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",0.758,
58106780,"PIZZA,W/MEAT & VEGETABLES,LOW FAT, THIN CRUST",58106720,"Pizza with meat and vegetables, from restaurant or fast food, thin crust",0.758,
11433500,"YOGURT, FRUITED, NONFAT MILK, LOW CAL SWEETENER",11433000,"Yogurt, nonfat milk, fruit",0.758,
21501000,"GROUND BEEF, REGULAR, COOKED",21500100,"Ground beef, cooked",0.757,
42101200,"ALMONDS, DRY ROASTED",42100100,"Almonds, NFS",0.756,
32105070,"EGG OMELET OR SCRAMBLED EGG, W/ MUSHROOMS",32130520,"Egg omelet or scrambled egg, with mushrooms",0.756,"added code 32130520 for Egg omelet or scrambled egg, with mushrooms"
32105048,"Egg omelet or scrambled egg, with mushrooms",32130520,"Egg omelet or scrambled egg, with mushrooms",0.756,
94000000,WATER AS AN INGREDIENT,94000100,"Water, tap",0.756,
83112600,CREAM CHEESE DRESSING,83112500,Creamy dressing,0.756,
42110200,"MIXED NUTS, DRY ROASTED",42110000,"Mixed nuts, NFS",0.756,
25221660,"SMOKED LINK SAUSAGE, PORK & BEEF",25221450,Pork sausage rice links,0.756,
75649070,"Vegetable soup, made from dry mix, low sodium",75649050,"Vegetable soup, made from dry mix",0.756,
53610120,"COFFEE CAKE,CRUMB/QUICK BREAD TYPE,RED FAT,NO CHOL",53610100,"Coffee cake, crumb or quick-bread type",0.756,
27510340,"DOUBLE CHEESEBURGER, W/ MAYO & TOMATO, ON BUN",27510265,"Double cheeseburger, on white bun, 2 large patties, mayo and tomato",0.755,"added code 27510265 for Double cheeseburger, on white bun, 2 large patties, mayo and tomato"
51208010,"BAGEL, 100% WHOLE WHEAT, TOASTED",51301750,"Bagel, whole wheat",0.755,
55105210,"Pancakes, whole wheat, fat free",55105200,"Pancakes, whole grain",0.754,
26131150,"Pompano, battered, fried",26131140,"Pompano, coated, fried",0.754,
51184010,"BREAD STICK, SOFT",51184200,"Breadsticks, soft, NFS",0.754,
14410400,"CHEESE, PROCESSED, SWISS",14420160,"Cheese spread, Swiss cheese base",0.753,
11710646,"Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with baby water",11710635,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",0.753,
92161005,"Cappuccino, sweetened",92161000,"Coffee, Cappuccino",0.753,
58106505,"Pizza with meat, prepared from frozen, thick crust",58106660,"Pizza with extra meat, thick crust",0.753,
27510430,"DOUBLE BACON CHEESEBURGER, W/ MAYO, TOMATO, ON BUN",27510432,"Double bacon cheeseburger, 2 small patties, with mayo and tomato, on bun, from fast food / restaurant (Burger King Bacon Double Cheeseburger)",0.753,"added code 27510432 for Double bacon cheeseburger, 2 small patties, with mayo and tomato, on bun, from fast food / restaurant (Burger King Bacon Double Cheeseburger)"
63412010,Pear salad with dressing,63137010,"Pear, raw",0.753,
26125150,"OCEAN PERCH, BATTERED, FRIED",26125140,"Ocean perch, coated, fried",0.752,
32105160,EGG OMELET OR SCRAMBLED EGG W/ CHORIZO,32130280,"Egg omelet or scrambled egg, with chorizo",0.752,"added code 32130280 for Egg omelet or scrambled egg, with chorizo"
11740303,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",0.751,
11710644,"Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with tap water",11710633,"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",0.751,
53233500,"COOKIE, OAT BRAN",53201000,"Cookie, NFS",0.75,
58113110,"DUMPLING, FRIED, PORK",58121510,"Dumpling, meat-filled",0.75,
92510200,APPLE-ORANGE-PINEAPPLE JUICE DRINK,64104010,"Apple juice, 100%",0.75,
53233030,"COOKIE,OATMEAL,FAT FREE,W/ RAISINS(INCL W/ DATES)",53233010,"Cookie, oatmeal, with raisins",0.75,
58106920,"PIZZA W/ SEAFOOD, THICK CRUST",58106780,"Pizza with seafood, thick crust",0.75,"added code 58106780 for Pizza with seafood, thick crust"
92530810,GRAPEFRUIT JUICE DRINK W/ VITAMIN C ADDED,61201220,"Grapefruit juice, 100%, canned, bottled or in a carton",0.749,
42110500,"MIXED NUTS, IN SHELL",42110000,"Mixed nuts, NFS",0.749,
56103010,"Macaroni, cooked, spinach, fat not added in cooking",72125200,"Spinach, cooked, NS as to form, NS as to fat added in cooking",0.749,
11710648,"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with plain bottled water",11710668,"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",0.749,
52302100,"MUFFIN, FRUIT, FAT FREE, CHOL FREE",52302010,"Muffin, fruit",0.749,
21501300,"GROUND BEEF, EXTRA LEAN, COOKED",21500100,"Ground beef, cooked",0.749,
83205500,"ITALIAN DRESSING, REDUCED CALORIE, FAT-FREE",83300600,"Italian dressing, fat free",0.748,
58104510,"CHIMICHANGA W/ BEEF, CHEESE, LETTUCE AND TOMATO",58104510,"Chimichanga with beef, lettuce, tomato and cheese",0.748,"added code 58104510 for Chimichanga with beef, lettuce, tomato and cheese"
92510310,Banana-orange drink,67106030,"Bananas with orange, baby food, strained",0.748,
54301200,"CRACKER, SNACK, FAT FREE",54001000,"Crackers, NFS",0.748,
51201060,"BREAD, 100% WHOLE WHEAT, HOME-MADE",51300110,"Bread, whole wheat",0.748,
42104200,"CASHEW NUTS, DRY ROASTED",42104100,"Cashews, salted",0.747,
71201100,"WHITE POTATO, CHIPS, RESTRUCTURED (INCL PRINGLES)",71200300,"Potato chips, restructured, plain",0.747,
27510230,"CHEESEBURGER, W/ MAYO & TOMATO, ON BUN",27510267,"Cheeseburger, on white bun, 1 large patty, mayo and tomato",0.747,"added code 27510267 for Cheeseburger, on white bun, 1 large patty, mayo and tomato"
28152050,"SHRIMP W/ RICE, VEGETABLE (FROZEN MEAL)",28154010,"Shrimp and vegetables in sauce with noodles, diet frozen meal",0.746,
56133010,"Spaghetti, cooked, whole wheat, fat added in cooking",58146754,"Pasta, whole grain, with fat added",0.746,"added code 58146754 for Pasta, whole grain, with fat added"
53233020,"Cookie, oatmeal, with fruit filling",53233010,"Cookie, oatmeal, with raisins",0.746,
71501025,"White potato, from fresh, mashed, made with milk, sour cream and/or cream cheese and fat",71501011,"Potato, mashed, from fresh, made with milk, with cheese",0.746,
56133000,"SPAGHETTI, COOKED, WHOLE WHEAT, NO FAT ADDED",58146755,"Pasta, whole grain, no fat added",0.746,"added code 58146755 for Pasta, whole grain, no fat added"
24167123,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating not eaten, made with oil",24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",0.745,
92510150,APPLE JUICE DRINK,64104010,"Apple juice, 100%",0.745,
92431000,"CARBONATED JUICE DRINK, NS AS TO TYPE OF JUICE",92432000,"Fruit juice drink, citrus, carbonated",0.745,
64104450,APPLE-RASPBERRY JUICE,67101010,"Apple-raspberry, baby food, strained",0.745,
71103100,"WHITE POTATO, BOILED, W/ PEEL, NS AS TO FAT",71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",0.745,
24167113,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating eaten, made with oil",24107070,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.745,
11830970,"MEAL REPLACEMENT, PROTEIN TYPE, MILK-BASE, POWDER",95120000,"Nutritional drink or shake, ready-to-drink, NFS",0.745,
67203450,"APPLE-CRANBERRY JUICE, BABY",67203400,"Apple-cherry juice, baby food",0.744,
58145114,"MACARONI/NOODLES W/ CHEESE, MADE FROM DRY MIX",58145112,"Macaroni or noodles with cheese, made from packaged mix",0.744,
64124010,"PINEAPPLE JUICE, NS AS TO SWEETENED",64124020,"Pineapple juice, 100%",0.744,
56205540,"RICE, BROWN, COOKED, INSTANT, FAT NOT ADDED",56205018,"Rice, brown, cooked, no added fat",0.744,
56205550,"RICE, BROWN, COOKED, INSTANT, FAT ADDED",56205017,"Rice, brown, cooked, fat added, NS as to fat type",0.744,
26117150,"HADDOCK, BATTERED, FRIED",26117140,"Haddock, coated, fried",0.744,
43102200,"SUNFLOWER SEEDS, HULLED, DRY ROASTED",43102400,"Sunflower seeds, NFS",0.743,
58147350,"MACARONI, CREAMED, W/ VEGETABLES",58147331,"Macaroni or noodles, creamed, with vegetables",0.743,"added code 58147331 for Macaroni or noodles, creamed, with vegetables"
92570100,"FLUID REPLACEMNT,ELECTROLYTE SOLUTN(INCL PEDIALYTE)",95330100,"Fluid replacement, electrolyte solution",0.743,
25230430,HAM & CHEESE LOAF,27220010,Meat loaf made with ham,0.743,
58100155,"Burrito with beef, rice, and cheese",58100160,"Burrito with meat, beans, and rice",0.743,
83205000,"ITALIAN DRESSING, LOW CALORIE",83300600,"Italian dressing, fat free",0.742,
64104200,APPLE-PEAR JUICE,64104010,"Apple juice, 100%",0.742,
27461010,"Stewed seasoned ground beef, Puerto Rican style (Picadillo para relleno)",27118120,"Stewed seasoned ground beef, Puerto Rican style",0.742,
24198690,"Chicken patty, fillet, or tenders, breaded, cooked, from fast food / restaurant",24198742,"Chicken tenders or strips, breaded, from restaurant",0.742,
11641000,"MEAL REPLACEMENT, MILK BASED, HIGH PROTEIN, LIQUID",95120010,"Nutritional drink or shake, high protein, ready-to-drink, NFS",0.741,
56201240,"GRITS, FLAVORED, INSTANT, NO FAT ADDED",56200990,"Grits, NS as to regular, quick, or instant, NS as to fat",0.741,
25230810,Veal loaf,27260090,"Meat loaf made with beef, veal and pork",0.741,
14104015,"Cheese, natural, Cheddar or American type, reduced fat",14410330,"Cheese spread, American or Cheddar cheese base, reduced fat",0.74,
24164110,"CHICKEN, WING, FRIED, NO COATING, W/ SKIN",24122150,"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",0.74,
11424500,"Yogurt, Greek, vanilla, whole milk",11435010,"Yogurt, Greek, whole milk, flavors other than fruit",0.74,
24164100,"CHICKEN, WING, FRIED, NO COATING, NS AS TO SKIN",24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",0.74,
24164120,"CHICKEN, WING, FRIED, NO COATING, W/O SKIN",24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",0.74,
53204600,"COOKIE, BROWNIE, W/ PEANUT BUTTER FUDGE ICING",53204000,"Cookie, brownie, NS as to icing",0.74,
83112900,"Milk, vinegar, and sugar dressing",83100105,"Salad dressing, milk, vinegar, and sugar",0.739,"added code 83100105	Salad dressing, milk, vinegar, and sugar"
24157200,"CHICKEN,THIGH,COATED,BKD/FRD,PPD W/SKIN,NS SKIN EATEN",24157401,"Chicken thigh, baked, coated, skin / coating not eaten",0.739,
24157210,"CHICKEN,THIGH,COATED,BKD/FRD,PPD W/SKIN, SKIN EATEN",24157400,"Chicken thigh, baked, coated, skin / coating eaten",0.739,
24157220,"CHICKEN,THIGH,COATED,BKD/FRD,PPD W/SKIN, SKIN NOT EATEN",24157401,"Chicken thigh, baked, coated, skin / coating not eaten",0.739,
75503050,"CUCUMBER PICKLES, FRESH (INCLUDE BREAD & BUTTER)",75503030,"Cucumber pickles, sour",0.739,
54204010,"CRACKER, 100% WHOLE WHEAT,LO SODIUM",54204020,"Crackers, wheat, reduced sodium",0.739,
11720303,"PROSOBEE, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11720313,"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",0.739,
64116030,"GRAPE JUICE, W/ SUGAR",64116020,"Grape juice, 100%",0.738,
58132113,"PASTA, W/ TOMATO SAUCE & CHEESE, CANNED",58146150,Pasta with tomato-based sauce and cheese,0.738,
74304000,TOMATO JUICE W/ CLAM OR BEEF JUICE,74301100,"Tomato juice, 100%",0.737,
58160220,"Rice with vegetables, tomato-based sauce (mixture)",58160620,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",0.737,
14108050,"CHEESE, PARMESAN, LOW SODIUM",14108020,"Cheese, Parmesan, hard",0.737,
28110120,"BEEF W/ POTATOES (FROZEN MEAL, LARGE MEAT PORTION)",28110270,"Sirloin beef, with gravy, potatoes, vegetable, frozen meal",0.737,
54322000,"CRISPBREAD, RYE, NO ADDED FAT",54305010,"Crackers, crispbread",0.737,
58101240,FLAUTA W/ CHICKEN,58104830,Taquito or flauta with chicken,0.737,
24167130,"Chicken, wing, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",24107070,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.736,
92565100,"Gatorade G2 thirst quencher sports drink, low calorie",95322200,"Sports drink, low calorie (Gatorade G2)",0.736,
58304230,"Ravioli, cheese-filled, with vegetable and fruit (frozen meal)",58304200,"Ravioli, cheese-filled, with tomato sauce, diet frozen meal",0.736,
56207300,"WHOLE WHEAT CEREAL, W/ BARLEY, COOKED, NO FAT ADDED",56207195,"Whole wheat cereal, with barley",0.736,"added code 56207195 for Whole wheat cereal, with barley"
24167135,"Chicken, wing, from fast food, coated, baked or fried, prepared with skin, skin/coating not eaten",24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",0.736,
32105110,"EGG OMELET OR SCRAMBLED EGG, W/ BEEF (INCL W/ONION)",32400205,Egg omelet with beef,0.736,added code 32400205 for Egg omelet with beef
24133200,"CHICKEN, LEG, STEWED, NS AS TO SKIN",24103000,"Chicken, NS as to part, stewed, NS as to skin eaten",0.736,
53109250,"Cake, cupcake, not chocolate, with fruit and cream filling",53101250,"Cake, angel food, with fruit and icing or filling",0.736,
24144221,"Chicken, drumstick, fried, no coating, skin not eaten, made with shortening",24147301,"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",0.736,
27510520,"HAMBURGER, W/ MAYO & TOMATO, ON BUN",27510523,"Hamburger, on white bun, 1 large patty, mayo and tomato",0.735,"added code 27510523 for Hamburger, on white bun, 1 large patty, mayo and tomato"
11553000,"FRUIT SMOOTHIE DRINK, W/ FRUIT AND DAIRY PRODUCTS",11553110,"Fruit smoothie, with whole fruit and dairy",0.735,
25230520,"HAM, LUNCHEON MEAT, CHOPPED, SPICED,LOWFAT, NOT CAN",25230530,"Ham and pork, canned luncheon meat, chopped, minced, pressed, spiced",0.734,
28110230,"SWISS STEAK W/ GRAVY, VEG, POT, DESSERT (FROZ MEAL)",41811950,"Swiss steak, with gravy, meatless",0.734,
14620100,"DIP, CREAM CHEESE BASE",14620200,Cheese dip,0.734,
57144000,Crisp Crunch,91734450,Reese's Crispy Crunchy Bar,0.734,
24134200,"CHICKEN, LEG, FRIED, NO COATING, NS AS TO SKIN",24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",0.734,
24134210,"CHICKEN, LEG, FRIED, NO COATING, W/ SKIN",24107070,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.734,
24134220,"CHICKEN, LEG, FRIED, NO COATING, W/O SKIN",24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",0.734,
11720328,"Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with plain bottled water",11710668,"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",0.734,
71101110,"WHITE POT,BAKED,PEEL EATEN,FAT NOT ADDED IN COOKING",71104050,"Potato, roasted, from fresh, peel eaten, no added fat",0.733,
71101120,"WHITE POT, BAKED,PEEL EATEN, FAT ADDED IN COOKING",71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",0.733,
61119100,ORANGE PEEL,61119010,"Orange, raw",0.732,
71211000,"WHITE POTATO SKINS, CHIPS (INCLUDE TATO SKINS)",71411100,"Potato skins, NFS",0.732,
53104000,"CAKE, CARROT, NS AS TO ICING",53104260,"Cake or cupcake, carrot, with icing or filling",0.732,
28316020,"Beef and mushroom soup, canned, low sodium",75607040,"Mushroom soup, with meat broth, prepared with water",0.732,
43102110,"SUNFLOWER SEEDS, HULLED, ROASTED, W/O SALT",43102400,"Sunflower seeds, NFS",0.732,
33000100,"EGG SUBSTITUTE, NS AS TO POWDERED, FROZEN OR LIQUID",33000990,"Egg substitute, omelet, scrambled, or fried, NS as to fat added in cooking",0.731,
24137220,"CHICKEN, LEG,COATED,BKD/FRD,PPD W/ SKIN, SKIN NOT EATEN",24107071,"Chicken, NS as to part, fried, coated, skin / coating not eaten",0.731,
27510265,"Double cheeseburger, (2 patties, 1 oz each), plain, on miniature bun",27510151,"Cheeseburger, 2 miniature patty, on miniature bun, from school",0.731,"added code 27510151 for Cheeseburger, 2 miniature patty, on miniature bun, from school"
24137210,"CHICKEN, LEG,COATED,BKD/FRD,PPD W/ SKIN, SKIN EATEN",24107080,"Chicken, NS as to part, baked, coated, skin / coating eaten",0.731,
92511280,ORANGE-GRAPE-BANANA JUICE DRINK,67211000,"Orange-apple-banana juice, baby food",0.731,
14410420,"CHEESE, PROCESSED, SWISS, LOW FAT",14420160,"Cheese spread, Swiss cheese base",0.73,
11424520,"Yogurt, Greek, vanilla, nonfat",11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",0.73,
52307120,"Muffin, multigrain, with fruit",52304040,"Muffin, bran with fruit, lowfat",0.73,
92520410,"FRUIT DRINK, LOW CALORIE",95323000,"Sports drink, low calorie",0.73,
11710403,"SIMILAC W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",0.73,
11710063,"Similac Alimentum Advance, with iron, infant formula, prepared from powder",11710353,"Infant formula, powder, made with water, NFS (Similac Advance)",0.729,
24154215,"Chicken, thigh, fried, no coating, skin eaten, made without fat",24152230,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",0.729,
61222000,"Pineapple-grapefruit juice, NFS",64124020,"Pineapple juice, 100%",0.729,
53610000,"COFFEE CAKE, NFS",51165000,"Coffee cake, yeast type",0.729,
11830800,"INSTANT BREAKFAST POWDER, NOT RECONSTITUTED",95201000,Nutritional powder mix (Carnation Instant Breakfast),0.728,
58306150,"Chicken enchilada with salsa, rice, vegetable, and dessert (diet frozen meal)",58306100,"Chicken enchilada, diet frozen meal",0.728,
28340170,"Chicken broth, canned, low sodium",58401000,Chicken broth,0.728,added code 58401000 for Chicken broth
27510350,"CHEESEBURGER, 1/4 LB MEAT, W/ MAYO & TOMATO, ON BUN",27510269,"Cheeseburger, on white bun, 1 large patty, mayo and tomato",0.728,"added code 27510269 for Cheeseburger, on white bun, 1 large patty, mayo and tomato"
81103041,"MARGARINE-LIKE SPREAD, MADE W/ YOGURT, STICK, SALTED",81104100,"Margarine like spread, fat free, tub, salted",0.727,
57323050,"SWEET PUFFS CEREAL, QUAKER",57323000,Cereal (Quaker Sweet Crunch),0.727,
51161260,"ROLL SWEET, CRUMB TOPPING, MEXICAN (PAN DULCE)",51161250,"Pan Dulce, no topping",0.727,
11432500,"Yogurt, fruit variety, lowfat milk, sweetened with low-calorie sweetener",11432000,"Yogurt, low fat milk, fruit",0.727,
92511400,RASPBERRY-FLAVORED DRINK,92511015,Fruit flavored drink,0.726,
51320510,"ROLL, WHOLE WHEAT, NS AS TO 100%, TOASTED",51300120,"Bread, whole wheat, toasted",0.726,
53109270,"Cake, cupcake, chocolate, with or without icing, fruit filling or cream filling, lowfat, cholesterol free",53108220,"Snack cake, chocolate, with icing or filling, reduced fat and calories",0.726,
11210100,"MILK, EVAPORATED, NS AS TO FAT, UNDILUTED",11211050,"Milk, evaporated, whole",0.725,
24201400,"TURKEY, LIGHT/DARK MEAT, STEWED, NS AS TO SKIN",24201410,"Turkey, light or dark meat, stewed, skin not eaten",0.725,
25220470,"BOLOGNA, BEEF, LOWER SODIUM",25220410,"Bologna, NFS",0.725,
92741000,"FRUIT-FLAVORED DRINK, NON-CARB, FROM LO CAL POWDER",92550040,"Fruit juice drink, diet",0.725,
32105161,"Egg omelet or scrambled egg, with chorizo and cheese",32130285,"Egg omelet or scrambled egg, with cheese and chorizo",0.725,"added code 32130285 for Egg omelet or scrambled egg, with cheese and chorizo"
64122030,"PEACH JUICE, W/ SUGAR",63135630,"Peach, frozen, with sugar",0.725,
32105080,"EGG OMELET OR SCRAMBLED EGG,W/CHEESE & HAM OR BACON",32130290,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",0.725,
54319010,PUFFED RICE CAKE,57340000,"Cereal, puffed rice",0.724,
14104020,"CHEESE, CHEDDAR OR AMERICAN TYPE, DRY, GRATED",14420100,"Cheese spread, American or Cheddar cheese base",0.724,
24127115,"Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made without fat",24127500,"Chicken breast, baked, coated, skin / coating eaten",0.724,
25221850,"TURKEY SAUSAGE, SMOKED",25221830,Turkey or chicken sausage,0.723,
56117100,"CHOW FUN RICE NOODLES, COOKED, NO FAT ADDED",58135125,Chow fun noodles,0.723,added code 58135125 for Chow fun noodles
56117110,"Chow fun rice noodles, cooked, fat added in cooking",58135126,"Chow fun noodles, fat added",0.723,"added code 58135126 for Chow fun noodles, fat added"
55203500,"Waffle, nut and honey",55203100,"Waffle, nut and honey",0.723,"added code 55203100 for Waffle, nut and honey"
54403070,"POPCORN, POPPED IN OIL, LOWFAT",54403010,"Popcorn, air-popped, unbuttered",0.722,
24124115,"Chicken, breast, fried, no coating, skin eaten, made without fat",24127200,"Chicken breast, fried, coated, skin / coating eaten, from raw",0.722,
58132713,"PASTA W/ TOMATO SAUCE & FRANKFURTERS/HOT DOGS, CANNED",58146323,"Pasta with tomato-based sauce and meat, ready-to-heat",0.722,
26158040,"Tilapia, battered, fried",26158031,"Tilapia, coated, fried, made with butter",0.721,
12210100,"Cream substitute, frozen",12200100,"Coffee creamer, NFS",0.721,
81103140,"Margarine-like spread, tub, sweetened",81104100,"Margarine like spread, fat free, tub, salted",0.721,
11710203,"SIMILAC, LOW IRON, INFANT FORMULA, PREPARED FROM POWDER",11710481,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",0.721,
71305010,"WHITE POTATO, SCALLOPED (INCLUDE CREAMED)",71305015,"Potato, scalloped, NFS",0.721,
92610110,"COCONUT BEVERAGE, P.R.",42403010,"Coconut water, unsweetened",0.721,
53120500,"Cake, whole wheat, with fruit and nuts, without icing",53117100,"Cake or cupcake, spice, without icing or filling",0.721,
56205430,"RICE, WHITE, COOKED, INSTANT, FAT ADDED IN COOKING",56205007,"Rice, white, cooked, fat added, NS as to fat type",0.72,
56205020,"Rice, white, cooked, instant, NS as to fat added in cooking",56205007,"Rice, white, cooked, fat added, NS as to fat type",0.72,
42101210,"ALMONDS, DRY ROASTED, W/O SALT",42101130,"Almonds, unsalted",0.72,
56201332,"Grits, cooked, corn or hominy, quick, made with milk, fat not added in cooking",56201056,"Grits, regular or quick, made with milk, no added fat",0.72,
56201330,"Grits, cooked, corn or hominy, quick, made with milk, fat added in cooking",56201057,"Grits, regular or quick, made with milk, fat added",0.72,
56205120,"RICE, BROWN, COOKED, REGULAR, NS FAT ADDED",56205018,"Rice, brown, cooked, no added fat",0.719,
27510290,"Double cheeseburger (2 patties), plain, on double-decker bun",27510263,"Double cheeseburger, on wheat bun, 2 large patties",0.719,
56205510,"RICE, BROWN, COOKED, REGULAR, FAT ADDED IN COOKING",56205017,"Rice, brown, cooked, fat added, NS as to fat type",0.719,
56205110,"RICE, BROWN, COOKED, REGULAR, NO FAT ADDED",56205018,"Rice, brown, cooked, no added fat",0.719,
27510400,"BACON CHEESEBURGER, 1/4 LB MEAT, W/ TOMATO, ON BUN",27510347,"Bacon cheeseburger, 1 large patty, with tomato, on bun, from fast food / restaurant",0.719,"added code 27510347 for Bacon cheeseburger, 1 large patty, with tomato, on bun, from fast food / restaurant"
57318000,100% BRAN CEREAL,56208520,"Oat bran cereal, cooked, NS as to fat",0.719,
53114200,"CAKE, LEMON, LOW FAT, W/O ICING",53114000,"Cake or cupcake, lemon, without icing or filling",0.718,
53114250,"CAKE, LEMON, LOW FAT, W/ ICING",53114100,"Cake or cupcake, lemon, with icing or filling",0.718,
24160100,"CHICKEN, WING, NFS",24163110,"Chicken wing, stewed",0.718,
64124060,"PINEAPPLE JUICE, UNSWEETENED, W/ VIT C",64124020,"Pineapple juice, 100%",0.717,
25221470,"PORK & BEEF SAUSAGE, BROWN & SERVE, COOKED",25221460,Pork and beef sausage,0.717,
92511010,LEMONADE,92510960,"Lemonade, fruit flavored drink",0.717,
24201050,"TURKEY, LIGHT, BREADED, BAKED/FRIED, NS AS TO SKIN",24201060,"Turkey, light meat, breaded, baked or fried, skin not eaten",0.717,
28315100,"BEEF VEG SOUP W/POTATO, STEW TYPE (INCL CHUNKY STY)",28315050,"Beef vegetable soup with potato, pasta, or rice, chunky style, canned, or ready-to-serve",0.716,
56113010,"NOODLES, WHOLE WHEAT, COOKED, NO FAT ADDED",56113000,"Noodles, whole grain, cooked",0.716,
11422100,"Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk, sweetened with low calorie sweetener",11400000,"Yogurt, NFS",0.716,
58106510,"PIZZA W/ MEAT, NS AS TO TYPE OF CRUST",58109045,"Pizza, with meat, thick crust",0.715,"added code 58109045 for Pizza, with meat, thick crust"
58104100,"NACHOS W/ CHEESE, MEATLESS, NO BEANS",58104120,Nachos with cheese,0.715,
25221510,"SALAMI, SOFT, COOKED",25221500,"Salami, NFS",0.715,
27510560,"HAMBURGER, 1/4 LB MEAT W/ MAYO & TOMATO, ON BUN",27510588,"Hamburger, 1 large patty, with mayo and tomato",0.715,"added code 27510588 for Hamburger, 1 large patty, with mayo and tomato"
92511340,PINEAPPLE-ORANGE JUICE DRINK,61213800,"Fruit juice blend, citrus, 100% juice",0.714,
92551700,"JUICE DRINK, LOW CALORIE",95323000,"Sports drink, low calorie",0.714,
64116040,"GRAPE JUICE, LOW CALORIE SWEETENER",92550035,"Fruit juice drink, light",0.714,
71401035,"White potato, french fries, from frozen, NS as to deep fried or oven baked",71401032,"Potato, french fries, from frozen, fried",0.714,
25221520,"SALAMI, DRY OR HARD",25221500,"Salami, NFS",0.714,
12210255,"Cream substitute, light, flavored, liquid",12210270,"Coffee creamer, liquid, fat free, flavored",0.713,
11710653,"Enfamil Lipil, with iron, infant formula, prepared from powder",11710663,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",0.713,
11710649,"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with baby water",11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",0.713,
11830550,"Milk beverage, powder, with nonfat dry milk and low calorie sweetener, dry mix, not reconstituted, flavors other than chocolate",11830260,"Milk, malted, dry mix, not reconstituted",0.713,
71301021,"White potato, cooked, with cheese, fat not added in cooking",71507020,"Potato, baked, peel not eaten, with cheese",0.712,
