DRXFDCD,DRXFCLD,parent_foodcode,parent_desc,Similarity
53541200.0,MEAL REPLACEMENT BAR (INCL SLIM FAST BAR),53729000.0,"Nutrition bar or meal replacement bar, NFS",0.763
91109000.0,"Blue Agave liquid sweetener, sugar substitute",91302020.0,Agave liquid sweetener,0.762
14504010.0,IMITATION MOZZARELLA CHEESE (INCL PIZZA MATE),14107010.0,"Cheese, Mozzarella, NFS",0.762
25221880.0,"TURKEY, PORK, & BEEF SAUSAGE, REDUCED FAT, SMOKED",25221406.0,"Pork sausage, reduced fat",0.762
41430000.0,"PROTEIN POWDER, NFS",95201300.0,Nutritional powder mix (EAS Soy Protein Powder),0.762
75651050.0,"VEGETABLE CHICKEN SOUP, W/ WATER OR READY-TO-SERVE",75651110.0,"Vegetable chicken rice soup, canned, prepared with water or ready-to-serve",0.762
28340530.0,CHICKEN SOUP,27644110.0,"Chicken soup, baby food",0.762
24157235.0,"Chicken, thigh, from fast food, coated, baked or broiled, prepared with skin, skin/coating not eaten",24157400.0,"Chicken thigh, baked, coated, skin / coating eaten",0.762
58101740.0,Soft taco with egg and potato,58101345.0,Soft taco with meat,0.761
27510570.0,"Hamburger, 2-1/2 oz meat, with mayonnaise or salad dressing and tomatoes, on bun",83110000.0,Mayonnaise-type salad dressing,0.761
11212000.0,"Milk, evaporated, skim, NS as to dilution",11212050.0,"Milk, evaporated, fat free (skim)",0.761
51165100.0,"COFFEE CAKE, YEAST TYPE, FAT FREE, CHOL FREE, W/ FRUIT",51165000.0,"Coffee cake, yeast type",0.761
25220500.0,"BOLOGNA, BEEF & PORK, LOWFAT",25220410.0,"Bologna, NFS",0.76
58160320.0,"Rice with tomatoes, NS as to fat added in cooking",41202500.0,"Beans and tomatoes, NS as to fat added in cooking",0.76
58160322.0,"Rice with tomatoes, fat not added in cooking",41202500.0,"Beans and tomatoes, NS as to fat added in cooking",0.76
57212100.0,"FRENCH TOAST CRUNCH CEREAL, GENERAL MILLS",57125000.0,Cereal (General Mills Cinnamon Toast Crunch),0.76
58160324.0,"Rice with tomatoes, fat added in cooking",41202500.0,"Beans and tomatoes, NS as to fat added in cooking",0.76
92205000.0,RICE BEVERAGE (INCL RICE TEA),92306100.0,Corn beverage,0.759
58106910.0,"Pizza with seafood, thin crust",58107050.0,"Pizza, no cheese, thin crust",0.759
24127112.0,"Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made with butter",24127500.0,"Chicken breast, baked, coated, skin / coating eaten",0.759
42109105.0,"Macadamia nuts, roasted, without salt",42109100.0,Macadamia nuts,0.759
75649030.0,"VEGETABLE SOUP, CANNED, LOW SODIUM",75311100.0,"Mixed vegetables, canned, low sodium, NS as to fat added in cooking",0.759
58106500.0,"Pizza with meat, prepared from frozen, thin crust",58106700.0,"Pizza with meat and vegetables, from frozen, thin crust",0.759
74402310.0,"GREEN TOMATO-CHILE SAUCE, RAW",74102000.0,"Tomatoes, green, raw",0.758
24132200.0,"CHICKEN, LEG, BROILED OR ROASTED, NS AS TO SKIN",24102000.0,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",0.758
24132220.0,"CHICKEN, LEG, BROILED OR ROASTED, W/O SKIN",24102000.0,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",0.758
24132210.0,"CHICKEN, LEG, BROILED OR ROASTED, W/ SKIN",24102000.0,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",0.758
58106780.0,"PIZZA,W/MEAT & VEGETABLES,LOW FAT, THIN CRUST",58106820.0,"Pizza with beans and vegetables, thin crust",0.758
11433500.0,"YOGURT, FRUITED, NONFAT MILK, LOW CAL SWEETENER",11433000.0,"Yogurt, nonfat milk, fruit",0.758
21501000.0,"GROUND BEEF, REGULAR, COOKED",21500100.0,"Ground beef, cooked",0.757
42101200.0,"ALMONDS, DRY ROASTED",42101350.0,"Almonds, honey roasted",0.756
32105070.0,"EGG OMELET OR SCRAMBLED EGG, W/ MUSHROOMS",32129990.0,"Egg omelet or scrambled egg, NS as to fat",0.756
32105048.0,"Egg omelet or scrambled egg, with mushrooms",32129990.0,"Egg omelet or scrambled egg, NS as to fat",0.756
94000000.0,WATER AS AN INGREDIENT,99997410.0,"Tomatoes, cooked, as ingredient",0.756
83112600.0,CREAM CHEESE DRESSING,83112500.0,Creamy dressing,0.756
42110200.0,"MIXED NUTS, DRY ROASTED",42110300.0,"Mixed nuts, honey roasted",0.756
25221660.0,"SMOKED LINK SAUSAGE, PORK & BEEF",25221450.0,Pork sausage rice links,0.756
75649070.0,"Vegetable soup, made from dry mix, low sodium",75649050.0,"Vegetable soup, made from dry mix",0.756
53610120.0,"COFFEE CAKE,CRUMB/QUICK BREAD TYPE,RED FAT,NO CHOL",53610100.0,"Coffee cake, crumb or quick-bread type",0.756
27510340.0,"DOUBLE CHEESEBURGER, W/ MAYO & TOMATO, ON BUN",27510386.0,Double cheeseburger (Burger King),0.755
51208010.0,"BAGEL, 100% WHOLE WHEAT, TOASTED",51301750.0,"Bagel, whole wheat",0.755
55105210.0,"Pancakes, whole wheat, fat free",55105200.0,"Pancakes, whole grain",0.754
26131150.0,"Pompano, battered, fried",26131140.0,"Pompano, coated, fried",0.754
51184010.0,"BREAD STICK, SOFT",51184200.0,"Breadsticks, soft, NFS",0.754
14410400.0,"CHEESE, PROCESSED, SWISS",14410500.0,"Cheese, processed cheese food",0.753
11710646.0,"Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with baby water",11710635.0,"Infant formula, liquid concentrate, made with baby water (Enfamil Infant)",0.753
92161005.0,"Cappuccino, sweetened",92161000.0,"Coffee, Cappuccino",0.753
58106505.0,"Pizza with meat, prepared from frozen, thick crust",58106705.0,"Pizza with meat and vegetables, from frozen, thick crust",0.753
27510430.0,"DOUBLE BACON CHEESEBURGER, W/ MAYO, TOMATO, ON BUN",27510431.0,"Double bacon cheeseburger, 2 small patties, with condiments, on bun, from fast food / restaurant (Burger King Bacon Double Cheeseburger)",0.753
63412010.0,Pear salad with dressing,83300900.0,"Salad dressing, fat free, NFS",0.753
26125150.0,"OCEAN PERCH, BATTERED, FRIED",26125140.0,"Ocean perch, coated, fried",0.752
32105160.0,EGG OMELET OR SCRAMBLED EGG W/ CHORIZO,25220710.0,Chorizo,0.752
11740303.0,"NUTRAMIGEN, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11740313.0,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",0.751
11710644.0,"Enfamil PREMIUM LIPIL, infant formula, prepared from liquid concentrate, made with tap water",11710633.0,"Infant formula, liquid concentrate, made with tap water (Enfamil Infant)",0.751
53233500.0,"COOKIE, OAT BRAN",53201000.0,"Cookie, NFS",0.75
58113110.0,"DUMPLING, FRIED, PORK",58175000.0,"Vada, fried dumpling",0.75
92510200.0,APPLE-ORANGE-PINEAPPLE JUICE DRINK,64124020.0,"Pineapple juice, 100%",0.75
53233030.0,"COOKIE,OATMEAL,FAT FREE,W/ RAISINS(INCL W/ DATES)",53233010.0,"Cookie, oatmeal, with raisins",0.75
58106920.0,"PIZZA W/ SEAFOOD, THICK CRUST",58107100.0,"Pizza, no cheese, thick crust",0.75
92530810.0,GRAPEFRUIT JUICE DRINK W/ VITAMIN C ADDED,92530610.0,"Fruit juice drink, with high vitamin C",0.749
42110500.0,"MIXED NUTS, IN SHELL",42110000.0,"Mixed nuts, NFS",0.749
56103010.0,"Macaroni, cooked, spinach, fat not added in cooking",72125200.0,"Spinach, cooked, NS as to form, NS as to fat added in cooking",0.749
11710648.0,"Enfamil PREMIUM LIPIL, infant formula, prepared from powder, made with plain bottled water",11710668.0,"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",0.749
52302100.0,"MUFFIN, FRUIT, FAT FREE, CHOL FREE",52302010.0,"Muffin, fruit",0.749
21501300.0,"GROUND BEEF, EXTRA LEAN, COOKED",21500100.0,"Ground beef, cooked",0.749
83205500.0,"ITALIAN DRESSING, REDUCED CALORIE, FAT-FREE",83300600.0,"Italian dressing, fat free",0.748
58104510.0,"CHIMICHANGA W/ BEEF, CHEESE, LETTUCE AND TOMATO",58104500.0,Chimichanga with meat,0.748
92510310.0,Banana-orange drink,67106030.0,"Bananas with orange, baby food, strained",0.748
54301200.0,"CRACKER, SNACK, FAT FREE",54001000.0,"Crackers, NFS",0.748
51201060.0,"BREAD, 100% WHOLE WHEAT, HOME-MADE",51300110.0,"Bread, whole wheat",0.748
42104200.0,"CASHEW NUTS, DRY ROASTED",42104500.0,"Cashews, honey roasted",0.747
71201100.0,"WHITE POTATO, CHIPS, RESTRUCTURED (INCL PRINGLES)",71201210.0,"Potato chips, restructured, fat free",0.747
27510230.0,"CHEESEBURGER, W/ MAYO & TOMATO, ON BUN",27510155.0,"Cheeseburger, NFS",0.747
28152050.0,"SHRIMP W/ RICE, VEGETABLE (FROZEN MEAL)",28154010.0,"Shrimp and vegetables in sauce with noodles, diet frozen meal",0.746
56133010.0,"Spaghetti, cooked, whole wheat, fat added in cooking",75233200.0,"Squash, spaghetti, cooked, NS as to fat added in cooking",0.746
53233020.0,"Cookie, oatmeal, with fruit filling",53233000.0,"Cookie, oatmeal",0.746
71501025.0,"White potato, from fresh, mashed, made with milk, sour cream and/or cream cheese and fat",71501011.0,"Potato, mashed, from fresh, made with milk, with cheese",0.746
56133000.0,"SPAGHETTI, COOKED, WHOLE WHEAT, NO FAT ADDED",75233200.0,"Squash, spaghetti, cooked, NS as to fat added in cooking",0.746
24167123.0,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating not eaten, made with oil",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.745
92510150.0,APPLE JUICE DRINK,64104010.0,"Apple juice, 100%",0.745
92431000.0,"CARBONATED JUICE DRINK, NS AS TO TYPE OF JUICE",92432000.0,"Fruit juice drink, citrus, carbonated",0.745
64104450.0,APPLE-RASPBERRY JUICE,67101010.0,"Apple-raspberry, baby food, strained",0.745
71103100.0,"WHITE POTATO, BOILED, W/ PEEL, NS AS TO FAT",71103000.0,"Potato, boiled, from fresh, peel not eaten, NS as to fat",0.745
24167113.0,"Chicken, wing, coated, baked or fried, prepared with skin, skin/coating eaten, made with oil",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.745
11830970.0,"MEAL REPLACEMENT, PROTEIN TYPE, MILK-BASE, POWDER",81106010.0,"Butter replacement, powder",0.745
67203450.0,"APPLE-CRANBERRY JUICE, BABY",67203400.0,"Apple-cherry juice, baby food",0.744
58145114.0,"MACARONI/NOODLES W/ CHEESE, MADE FROM DRY MIX",58145110.0,Macaroni or noodles with cheese,0.744
64124010.0,"PINEAPPLE JUICE, NS AS TO SWEETENED",64124020.0,"Pineapple juice, 100%",0.744
56205540.0,"RICE, BROWN, COOKED, INSTANT, FAT NOT ADDED",56205018.0,"Rice, brown, cooked, no added fat",0.744
56205550.0,"RICE, BROWN, COOKED, INSTANT, FAT ADDED",56205018.0,"Rice, brown, cooked, no added fat",0.744
26117150.0,"HADDOCK, BATTERED, FRIED",26117140.0,"Haddock, coated, fried",0.744
43102200.0,"SUNFLOWER SEEDS, HULLED, DRY ROASTED",43102400.0,"Sunflower seeds, NFS",0.743
58147350.0,"MACARONI, CREAMED, W/ VEGETABLES",58147330.0,"Macaroni or noodles, creamed, with cheese",0.743
92570100.0,"FLUID REPLACEMNT,ELECTROLYTE SOLUTN(INCL PEDIALYTE)",95330100.0,"Fluid replacement, electrolyte solution",0.743
25230430.0,HAM & CHEESE LOAF,27220010.0,Meat loaf made with ham,0.743
58100155.0,"Burrito with beef, rice, and cheese",58100160.0,"Burrito with meat, beans, and rice",0.743
83205000.0,"ITALIAN DRESSING, LOW CALORIE",83300600.0,"Italian dressing, fat free",0.742
64104200.0,APPLE-PEAR JUICE,64104010.0,"Apple juice, 100%",0.742
27461010.0,"Stewed seasoned ground beef, Puerto Rican style (Picadillo para relleno)",27118120.0,"Stewed seasoned ground beef, Puerto Rican style",0.742
24198690.0,"Chicken patty, fillet, or tenders, breaded, cooked, from fast food / restaurant",24198742.0,"Chicken tenders or strips, breaded, from restaurant",0.742
11641000.0,"MEAL REPLACEMENT, MILK BASED, HIGH PROTEIN, LIQUID",81103090.0,"Butter replacement, liquid",0.741
56201240.0,"GRITS, FLAVORED, INSTANT, NO FAT ADDED",56203160.0,"Oatmeal, instant, fruit flavored, fat added",0.741
25230810.0,Veal loaf,27260090.0,"Meat loaf made with beef, veal and pork",0.741
14104015.0,"Cheese, natural, Cheddar or American type, reduced fat",14410330.0,"Cheese spread, American or Cheddar cheese base, reduced fat",0.74
24164110.0,"CHICKEN, WING, FRIED, NO COATING, W/ SKIN",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.74
11424500.0,"Yogurt, Greek, vanilla, whole milk",11460000.0,"Frozen yogurt, vanilla",0.74
24164100.0,"CHICKEN, WING, FRIED, NO COATING, NS AS TO SKIN",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.74
24164120.0,"CHICKEN, WING, FRIED, NO COATING, W/O SKIN",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.74
53204600.0,"COOKIE, BROWNIE, W/ PEANUT BUTTER FUDGE ICING",53204000.0,"Cookie, brownie, NS as to icing",0.74
83112900.0,"Milk, vinegar, and sugar dressing",64401000.0,Vinegar,0.739
24157200.0,"CHICKEN,THIGH,COATED,BKD/FRD,PPD W/SKIN,NS SKIN EATEN",24157400.0,"Chicken thigh, baked, coated, skin / coating eaten",0.739
24157210.0,"CHICKEN,THIGH,COATED,BKD/FRD,PPD W/SKIN, SKIN EATEN",24157400.0,"Chicken thigh, baked, coated, skin / coating eaten",0.739
24157220.0,"CHICKEN,THIGH,COATED,BKD/FRD,PPD W/SKIN, SKIN NOT EATEN",24157400.0,"Chicken thigh, baked, coated, skin / coating eaten",0.739
75503050.0,"CUCUMBER PICKLES, FRESH (INCLUDE BREAD & BUTTER)",75503030.0,"Cucumber pickles, sour",0.739
54204010.0,"CRACKER, 100% WHOLE WHEAT,LO SODIUM",54204020.0,"Crackers, wheat, reduced sodium",0.739
11720303.0,"PROSOBEE, W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11720313.0,"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",0.739
64116030.0,"GRAPE JUICE, W/ SUGAR",64116020.0,"Grape juice, 100%",0.738
58132113.0,"PASTA, W/ TOMATO SAUCE & CHEESE, CANNED",58146150.0,Pasta with tomato-based sauce and cheese,0.738
74304000.0,TOMATO JUICE W/ CLAM OR BEEF JUICE,73105000.0,Beet juice,0.737
58160220.0,"Rice with vegetables, tomato-based sauce (mixture)",27411150.0,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce",0.737
14108050.0,"CHEESE, PARMESAN, LOW SODIUM",14108020.0,"Cheese, Parmesan, hard",0.737
28110120.0,"BEEF W/ POTATOES (FROZEN MEAL, LARGE MEAT PORTION)",28141010.0,"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",0.737
54322000.0,"CRISPBREAD, RYE, NO ADDED FAT",54305010.0,"Crackers, crispbread",0.737
58101240.0,FLAUTA W/ CHICKEN,58104830.0,Taquito or flauta with chicken,0.737
24167130.0,"Chicken, wing, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.736
92565100.0,"Gatorade G2 thirst quencher sports drink, low calorie",95322200.0,"Sports drink, low calorie (Gatorade G2)",0.736
58304230.0,"Ravioli, cheese-filled, with vegetable and fruit (frozen meal)",58304200.0,"Ravioli, cheese-filled, with tomato sauce, diet frozen meal",0.736
56207300.0,"WHOLE WHEAT CEREAL, W/ BARLEY, COOKED, NO FAT ADDED",56200410.0,"Barley, fat added",0.736
24167135.0,"Chicken, wing, from fast food, coated, baked or fried, prepared with skin, skin/coating not eaten",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.736
32105110.0,"EGG OMELET OR SCRAMBLED EGG, W/ BEEF (INCL W/ONION)",32131220.0,"Egg omelet or scrambled egg, with potatoes and/or onions, NS as to fat",0.736
24133200.0,"CHICKEN, LEG, STEWED, NS AS TO SKIN",24103000.0,"Chicken, NS as to part, stewed, NS as to skin eaten",0.736
53109250.0,"Cake, cupcake, not chocolate, with fruit and cream filling",53105300.0,"Cake or cupcake, German chocolate, with icing or filling",0.736
24144221.0,"Chicken, drumstick, fried, no coating, skin not eaten, made with shortening",24147300.0,"Chicken drumstick, fried, coated, skin / coating eaten, from raw",0.736
27510520.0,"HAMBURGER, W/ MAYO & TOMATO, ON BUN",27510521.0,"Hamburger, NFS",0.735
11553000.0,"FRUIT SMOOTHIE DRINK, W/ FRUIT AND DAIRY PRODUCTS",11553110.0,"Fruit smoothie, with whole fruit and dairy",0.735
25230520.0,"HAM, LUNCHEON MEAT, CHOPPED, SPICED,LOWFAT, NOT CAN",25230530.0,"Ham and pork, canned luncheon meat, chopped, minced, pressed, spiced",0.734
28110230.0,"SWISS STEAK W/ GRAVY, VEG, POT, DESSERT (FROZ MEAL)",41811950.0,"Swiss steak, with gravy, meatless",0.734
14620100.0,"DIP, CREAM CHEESE BASE",14620200.0,Cheese dip,0.734
57144000.0,Crisp Crunch,91734450.0,Reese's Crispy Crunchy Bar,0.734
24134200.0,"CHICKEN, LEG, FRIED, NO COATING, NS AS TO SKIN",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.734
24134210.0,"CHICKEN, LEG, FRIED, NO COATING, W/ SKIN",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.734
24134220.0,"CHICKEN, LEG, FRIED, NO COATING, W/O SKIN",24107070.0,"Chicken, NS as to part, fried, coated, skin / coating eaten",0.734
11720328.0,"Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with plain bottled water",11710668.0,"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",0.734
71101110.0,"WHITE POT,BAKED,PEEL EATEN,FAT NOT ADDED IN COOKING",71101000.0,"Potato, baked, peel not eaten",0.733
71101120.0,"WHITE POT, BAKED,PEEL EATEN, FAT ADDED IN COOKING",71101000.0,"Potato, baked, peel not eaten",0.733
61119100.0,ORANGE PEEL,61119010.0,"Orange, raw",0.732
71211000.0,"WHITE POTATO SKINS, CHIPS (INCLUDE TATO SKINS)",71411100.0,"Potato skins, NFS",0.732
53104000.0,"CAKE, CARROT, NS AS TO ICING",53104260.0,"Cake or cupcake, carrot, with icing or filling",0.732
28316020.0,"Beef and mushroom soup, canned, low sodium",75607090.0,"Mushroom soup, cream of, canned, reduced sodium, NS as to made with milk or water",0.732
43102110.0,"SUNFLOWER SEEDS, HULLED, ROASTED, W/O SALT",43102400.0,"Sunflower seeds, NFS",0.732
33000100.0,"EGG SUBSTITUTE, NS AS TO POWDERED, FROZEN OR LIQUID",91200005.0,"Sugar substitute, liquid, NFS",0.731
24137220.0,"CHICKEN, LEG,COATED,BKD/FRD,PPD W/ SKIN, SKIN NOT EATEN",24198440.0,Chicken skin,0.731
27510265.0,"Double cheeseburger, (2 patties, 1 oz each), plain, on miniature bun",27510150.0,"Cheeseburger, 1 miniature patty, on miniature bun, from school",0.731
24137210.0,"CHICKEN, LEG,COATED,BKD/FRD,PPD W/ SKIN, SKIN EATEN",24198440.0,Chicken skin,0.731
92511280.0,ORANGE-GRAPE-BANANA JUICE DRINK,67211000.0,"Orange-apple-banana juice, baby food",0.731
14410420.0,"CHEESE, PROCESSED, SWISS, LOW FAT",14410500.0,"Cheese, processed cheese food",0.73
11424520.0,"Yogurt, Greek, vanilla, nonfat",11460000.0,"Frozen yogurt, vanilla",0.73
52307120.0,"Muffin, multigrain, with fruit",51630200.0,"Muffin, English, multigrain",0.73
92520410.0,"FRUIT DRINK, LOW CALORIE",95323000.0,"Sports drink, low calorie",0.73
11710403.0,"SIMILAC W/ IRON, INFANT FORMULA, PREPARED FROM POWDER",11710481.0,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",0.73
11710063.0,"Similac Alimentum Advance, with iron, infant formula, prepared from powder",11710353.0,"Infant formula, powder, made with water, NFS (Similac Advance)",0.729
24154215.0,"Chicken, thigh, fried, no coating, skin eaten, made without fat",24157300.0,"Chicken thigh, fried, coated, skin / coating eaten, from raw",0.729
61222000.0,"Pineapple-grapefruit juice, NFS",61201020.0,"Grapefruit juice, 100%, NS as to form",0.729
53610000.0,"COFFEE CAKE, NFS",92100000.0,"Coffee, NS as to type",0.729
11830800.0,"INSTANT BREAKFAST POWDER, NOT RECONSTITUTED",11830150.0,"Cocoa powder, not reconstituted",0.728
58306150.0,"Chicken enchilada with salsa, rice, vegetable, and dessert (diet frozen meal)",58306100.0,"Chicken enchilada, diet frozen meal",0.728
28340170.0,"Chicken broth, canned, low sodium",73103000.0,"Carrots, canned, low sodium, NS as to fat added in cooking",0.728
27510350.0,"CHEESEBURGER, 1/4 LB MEAT, W/ MAYO & TOMATO, ON BUN",27510155.0,"Cheeseburger, NFS",0.728
81103041.0,"MARGARINE-LIKE SPREAD, MADE W/ YOGURT, STICK, SALTED",81104100.0,"Margarine like spread, fat free, tub, salted",0.727
57323050.0,"SWEET PUFFS CEREAL, QUAKER",57323000.0,Cereal (Quaker Sweet Crunch),0.727
51161260.0,"ROLL SWEET, CRUMB TOPPING, MEXICAN (PAN DULCE)",51161250.0,"Pan Dulce, no topping",0.727
11432500.0,"Yogurt, fruit variety, lowfat milk, sweetened with low-calorie sweetener",92130030.0,"Coffee, pre-sweetened with low calorie sweetener",0.727
92511400.0,RASPBERRY-FLAVORED DRINK,63219020.0,"Raspberries, red, raw",0.726
51320510.0,"ROLL, WHOLE WHEAT, NS AS TO 100%, TOASTED",51300120.0,"Bread, whole wheat, toasted",0.726
53109270.0,"Cake, cupcake, chocolate, with or without icing, fruit filling or cream filling, lowfat, cholesterol free",53115310.0,"Cake or cupcake, nut, without icing or filling",0.726
11210100.0,"MILK, EVAPORATED, NS AS TO FAT, UNDILUTED",11211050.0,"Milk, evaporated, whole",0.725
24201400.0,"TURKEY, LIGHT/DARK MEAT, STEWED, NS AS TO SKIN",24201410.0,"Turkey, light or dark meat, stewed, skin not eaten",0.725
25220470.0,"BOLOGNA, BEEF, LOWER SODIUM",25220410.0,"Bologna, NFS",0.725
92741000.0,"FRUIT-FLAVORED DRINK, NON-CARB, FROM LO CAL POWDER",92511015.0,Fruit flavored drink,0.725
32105161.0,"Egg omelet or scrambled egg, with chorizo and cheese",25220710.0,Chorizo,0.725
64122030.0,"PEACH JUICE, W/ SUGAR",63135630.0,"Peach, frozen, with sugar",0.725
32105080.0,"EGG OMELET OR SCRAMBLED EGG,W/CHEESE & HAM OR BACON",32130290.0,"Egg omelet or scrambled egg, with cheese and meat, NS as to fat",0.725
54319010.0,PUFFED RICE CAKE,57340000.0,"Cereal, puffed rice",0.724
14104020.0,"CHEESE, CHEDDAR OR AMERICAN TYPE, DRY, GRATED",14420100.0,"Cheese spread, American or Cheddar cheese base",0.724
24127115.0,"Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten, made without fat",24127500.0,"Chicken breast, baked, coated, skin / coating eaten",0.724
25221850.0,"TURKEY SAUSAGE, SMOKED",25221830.0,Turkey or chicken sausage,0.723
56117100.0,"CHOW FUN RICE NOODLES, COOKED, NO FAT ADDED",58135110.0,Chow fun noodles with meat and vegetables,0.723
56117110.0,"Chow fun rice noodles, cooked, fat added in cooking",58135110.0,Chow fun noodles with meat and vegetables,0.723
55203500.0,"Waffle, nut and honey",55200010.0,"Waffle, NFS",0.723
54403070.0,"POPCORN, POPPED IN OIL, LOWFAT",54403001.0,"Popcorn, NFS",0.722
24124115.0,"Chicken, breast, fried, no coating, skin eaten, made without fat",24127200.0,"Chicken breast, fried, coated, skin / coating eaten, from raw",0.722
58132713.0,"PASTA W/ TOMATO SAUCE & FRANKFURTERS/HOT DOGS, CANNED",27120250.0,Frankfurters or hot dogs with tomato-based sauce,0.722
26158040.0,"Tilapia, battered, fried",26158031.0,"Tilapia, coated, fried, made with butter",0.721
12210100.0,"Cream substitute, frozen",92201010.0,Coffee substitute,0.721
81103140.0,"Margarine-like spread, tub, sweetened",81104100.0,"Margarine like spread, fat free, tub, salted",0.721
11710203.0,"SIMILAC, LOW IRON, INFANT FORMULA, PREPARED FROM POWDER",11710481.0,"Infant formula, powder, made with water, NFS (Similac Go and Grow)",0.721
71305010.0,"WHITE POTATO, SCALLOPED (INCLUDE CREAMED)",71305015.0,"Potato, scalloped, NFS",0.721
92610110.0,"COCONUT BEVERAGE, P.R.",92306100.0,Corn beverage,0.721
53120500.0,"Cake, whole wheat, with fruit and nuts, without icing",53118410.0,"Rum cake, without icing",0.721
56205430.0,"RICE, WHITE, COOKED, INSTANT, FAT ADDED IN COOKING",56205008.0,"Rice, white, cooked, no added fat",0.72
56205020.0,"Rice, white, cooked, instant, NS as to fat added in cooking",56205008.0,"Rice, white, cooked, no added fat",0.72
42101210.0,"ALMONDS, DRY ROASTED, W/O SALT",42101110.0,"Almonds, salted",0.72
56201332.0,"Grits, cooked, corn or hominy, quick, made with milk, fat not added in cooking",75217490.0,"Hominy, cooked, NS as to fat added in cooking",0.72
56201330.0,"Grits, cooked, corn or hominy, quick, made with milk, fat added in cooking",75217490.0,"Hominy, cooked, NS as to fat added in cooking",0.72
56205120.0,"RICE, BROWN, COOKED, REGULAR, NS FAT ADDED",56205018.0,"Rice, brown, cooked, no added fat",0.719
27510290.0,"Double cheeseburger (2 patties), plain, on double-decker bun",27510263.0,"Double cheeseburger, on wheat bun, 2 large patties",0.719
56205510.0,"RICE, BROWN, COOKED, REGULAR, FAT ADDED IN COOKING",56205018.0,"Rice, brown, cooked, no added fat",0.719
56205110.0,"RICE, BROWN, COOKED, REGULAR, NO FAT ADDED",56205018.0,"Rice, brown, cooked, no added fat",0.719
27510400.0,"BACON CHEESEBURGER, 1/4 LB MEAT, W/ TOMATO, ON BUN",27510155.0,"Cheeseburger, NFS",0.719
57318000.0,100% BRAN CEREAL,56208520.0,"Oat bran cereal, cooked, NS as to fat",0.719
53114200.0,"CAKE, LEMON, LOW FAT, W/O ICING",53114100.0,"Cake or cupcake, lemon, with icing or filling",0.718
53114250.0,"CAKE, LEMON, LOW FAT, W/ ICING",53114100.0,"Cake or cupcake, lemon, with icing or filling",0.718
24160100.0,"CHICKEN, WING, NFS",24163110.0,"Chicken wing, stewed",0.718
64124060.0,"PINEAPPLE JUICE, UNSWEETENED, W/ VIT C",63101320.0,"Apple, baked, unsweetened",0.717
25221470.0,"PORK & BEEF SAUSAGE, BROWN & SERVE, COOKED",25221460.0,Pork and beef sausage,0.717
92511010.0,LEMONADE,93301213.0,Vodka and lemonade,0.717
24201050.0,"TURKEY, LIGHT, BREADED, BAKED/FRIED, NS AS TO SKIN",24201060.0,"Turkey, light meat, breaded, baked or fried, skin not eaten",0.717
28315100.0,"BEEF VEG SOUP W/POTATO, STEW TYPE (INCL CHUNKY STY)",28320160.0,"Pork vegetable soup with potato, pasta, or rice, stew type, chunky style",0.716
56113010.0,"NOODLES, WHOLE WHEAT, COOKED, NO FAT ADDED",56113000.0,"Noodles, whole grain, cooked",0.716
11422100.0,"Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk, sweetened with low calorie sweetener",92130030.0,"Coffee, pre-sweetened with low calorie sweetener",0.716
58106510.0,"PIZZA W/ MEAT, NS AS TO TYPE OF CRUST",58106760.0,"Pizza with meat and fruit, thick crust",0.715
58104100.0,"NACHOS W/ CHEESE, MEATLESS, NO BEANS",58104130.0,Nachos with meat and cheese,0.715
25221510.0,"SALAMI, SOFT, COOKED",25221500.0,"Salami, NFS",0.715
